company_name,news_date,news_header,news_story
yes bank,23-04-2020,BIG STORY | Yes Bank rescue: Three private lenders trim stake within weeks of investing,"White knights who came to the rescue of Yes Bank less than a month ago are already pulling out investments.

Data released by Yes Bank on its shareholding pattern as of March 31 showed that at least three of the eight financial institutions that had saved Yes bank from falling apart have sold small parts of their stake within two weeks of making the investment.

According to data available on the BSE website, Kotak Mahindra Bank sold 4.76 crore shares after March 17, Federal Bank sold 5.87 crore shares and IDFC First Bank sold 4.02 crore shares.

While Kotak Mahindra Bank sold 9.5 percent of its stake in Yes Bank, IDFC First Bank sold 16.1 percent of the stake and Federal Bank sold 19.6 percent of its holding between March 17 and March 31, 2020.

The Reserve Bank of India had on March 13 approved a rescue plan for Yes Bank, where State Bank of India and six other private lenders had bought stakes in the bank.

Lenders have a lock-in period of three years, where they are not permitted to sell over 75 percent of their holding in Yes Bank.

SBI and the remaining lenders - HDFC, ICICI Bank, Bandhan Bank and Axis Bank had not sold any shares as of March 31.

In this episode of Big Story, Moneycontrol's Sakshi Batra shares insights on why the private lenders have sold part of their stakes in Yes Bank."
yes bank,23-04-2020,"Yes Bank rescue: Kotak Bank, Federal Bank and IDFC First Bank step back, cut stake within 14 days of investing","Three private lenders pared their minority stakes in Yes Bank in a span of 14 days after making their investments.

Kotak Mahindra Bank, Federal Bank and IDFC First Bank lowered their stake in Yes Bank between March 17 and March 31.

According to data available on the BSE website, Kotak Mahindra Bank's stake in Yes Bank as of March 31 is 3.61 percent, Federal Bank's holding is 1.92 percent and IDFC First Bank owns 1.67 percent.

Kotak Mahindra Bank sold 4.76 crore shares after March 17, Federal Bank sold 5.87 crore shares and IDFC First Bank sold 4.02 crore shares, according to data available on the BSE.

Also read: Yes Bank board approves fundraising of up to Rs 5,000 crore

While Kotak Mahindra Bank sold 9.5 percent of its stake in Yes Bank, IDFC First Bank sold 16.1 percent of the stake and Federal Bank sold 19.6 percent of its holding between March 17 and March 31, 2020.

The Reserve Bank of India (RBI) had on March 13 approved a rescue plan for Yes Bank, where State Bank of India (SBI) and six other private lenders had bought stakes in the bank.

The restructuring came into effect on March 17, with SBI becoming the largest shareholder.

Lenders have a lock-in period of three years, where they are not permitted to sell over 75 percent of their holding in Yes Bank.

SBI and the remaining lenders - HDFC Bandhan Bank and Axis Bank have not sold their shares as of March 31."
yes bank,13-04-2020,Yes Bank extends bancassurance tie-up with Max Life Insurance for 5 years,"Private sector life insurer Max Life Insurance on Monday said Yes Bank has extended the bancassurance partnership for the next 5 years. Under the partnership, the products of the life insurer would be sold through the branches of Yes Bank.

Building on the 15-year partnership, the two firms remain committed to offering their customers a broad range of need-based products and services, deploying technology across the customer value chain to further enhance efficiencies and leveraging existing ecosystems to facilitate superior experiences for their customers, the insurer said.

To commemorate the extension of the partnership for another 5 years, the companies will dedicate the current financial year as the ‘Year of the Customer', Max Life CEO Prashant Tripathy said.

Follow our LIVE coverage of PM Modi's address here

""In the coming 5 years, we plan to further enhance our business and make investments in the area of technology, new product development, and customer service to ensure we journey together to help our customers realise their real value and financially protect their future,"" he said.

The companies began their exclusive partnership journey in February 2005, with a core commitment towards securing the financial future of their customers.

Having started the journey by securing lives of the branch banking customers, the relationship has over the years expanded across several new banking verticals including business and rural banking services, which has offered customised solutions to more than 2.5 lakh customers across each and every touchpoint with the bank.

For more business news -Check out After WeWork, OYO is another rude shock for SoftBank's Son"
yes bank,06-04-2020,Kotak Mahindra Bank's deposits grow by 12% in Jan-March quarter despite Yes Bank hangover,"Post-Yes Bank fiasco, the private banking industry is suffering from a major trust deficit. Some of the private banks such as IndusInd Bank and RBL Bank have witnessed erosion in their deposit portfolios.

However, banks like Kotak Mahindra and HDFC Bank have bucked the trend. On April 6, Kotak Mahindra Bank said its deposits have grown by 11.7 percent since December 2019. The total deposits of the bank grew from Rs 2.31 lakh crore on December 31 to an estimated Rs 2.58 lakh crore in March 2020, the bank said in a regulatory filing.

Of this, savings accounts have grown by Rs 91,729 crore to Rs 1.04 lakh crore or by 14 percent, the bank said, while current deposits grew by 17 percent from Rs 36,788 crore to Rs 43,000 crore. The ratio of current and savings account deposits to total deposits stands at 56.2 percent as of March 2020, compared to 53.7 percent in December.

At the same time, net advances have grown nearly flat on a quarter on quarter basis to Rs 2.19 lakh crore, the bank said.

On April 5, HDFC Bank also announced that its deposits have grown by 7.4 percent in the January-March quarter to Rs 11.46 lakh crore.

But both IndusInd and RBL have witnessed a decline in deposits. IndusInd Bank in a regulatory filing on March 30 said its deposits have shrunk by 10-11 percent since Q3. The bank attributed much of this (about 70 percent) to some government- accounts moving money out of the bank and rest by corporate houses. The hit on the retail book was less, it said.

""This (fall in deposits) will also result in lower CASA ratio, but reduce our dependency on this category for deposits in future,"" the bank said. Similarly, RBl Bank said it has seen 8 percent decline in its deposit book.

Until Yes Bank's collapse, new-age private banks were seen as preferred entities for several institutions, including government entities, due to competitive interest rates and tech-enabled customer services. This image has taken a beating after the Yes Bank episode."
yes bank,03-04-2020,"Yes Bank crisis, faltering economy weigh heavily on IndusInd Bank. Can it weather the storm?","The Yes Bank crisis and a deteriorating economic environment continue to take a toll on the health of private banks such as IndusInd Bank.

On April 3, global rating agency Moody's placed private lender's domestic and foreign currency issuer ratings of Baa3/P-3 under review for downgrade.

""The review for downgrade of IndusInd's ratings reflects the downside risks to asset quality amid the deteriorating macroenvironment and financial market volatility. The bank's loan portfolio includes a relatively higher proportion of micro finance and vehicle finance loans than its peers, which are at high risk of being negatively impacted by the economic shock as customers in these segments tend to have limited buffers to withstand economic stress,"" the agency said.

Further, IndusInd's funding is weak when compared to other-rated Indian banks, as reflected by its high deposit concentration and low share of retail deposits.

This makes the bank more susceptible to the dislocations in the financial markets, including on wholesale funding sources, Moody’s said.

Yes Bank crisis hangover

The collapse of Yes Bank has created significant risk aversion towards private banks, even for institutions. IndusInd Bank, in a filing to the BSE on March 30 said its deposits have shrunk by 10-11 percent since Q3.

The bank attributed much of this (about 70 percent) to some government- accounts moving money out of the bank and rest by corporate houses.

The hit on the retail book was less, it said.

""This (fall in deposits) will also result in lower CASA ratio, but reduce our dependency on this category for deposits in future,"" the bank said.

Remember, IndusInd was the first to feel the heat of Yes Bank's collapse as it had to defer a meeting to discuss capital raising.

Also Read | How the Yes Bank crisis has caused a domino effect

Still, analysts do not believe that there is anything fundamentally wrong with these banks except the general industry issues.

""The high-risk aversion that arose after the Yes Bank crisis is playing out. I don't know how long this will stay. But, such deposit erosion doesn’t look good for banks,"" said Siddharth Purohit, analyst at SMC Global Securities.

According to a research report by Emkay, the erosion in institutional deposits in IndusInd Books was replaced by certificate of deposits and borrowings and eventually will be replaced with retail deposits.

These banks will also see stress in asset quality on account of COVID-19-induced lockdown, especially in microfinance, real estate, vehicle finance segments, the report said.

Surprisingly, government-related accounts are in a panic mode even after Reserve Bank of India's appeal to state governments, asking them not to withdraw money from private banks.

""We strongly believe that such a move can have banking and financial sector implications. We would like to point out that the Reserve Bank had adequate powers to regulate and supervise the private sector banks and by using these powers it has assured that the depositors’ money is entirely safe,"" a report in The Economic Times said.

IndusInd has a Rs 21,000 crore MFI book, which is about 10 percent of the total lending book and nearly a similar chunk of real estate loans. The recovery in these accounts will depend on the economic recovery after the COVID-19 panic settles down

""We believe that the bank's near-term performance will track its ability to manage COVID-19-led disruption on its growth/asset quality,”Emkay said.

In Q3 FY20, IndusInd reported NPAs to the tune of Rs 4,578 crore, which, in percentage terms, is nearly flat on a sequential basis.

Adding the restructured loans part, the gross NPAs come to around 2.27 percent. The bank has a capital adequacy ratio of 15.43 percent. Out of its total loan book of Rs 2,0,7413 crore, only about 46 percent comprises corporate loans. A closer look at the corporate portfolio shows a diversified book with significant exposure to large corporations (25 percent).

Not just IndusInd, even RBL Bank too has seen about 8 percent erosion in its deposit book.

In RBL Bank's case too, asset quality worries persist on account of present economic environment.

In an interview to CNBC-TV 18, RBL Bank's Chief Executive Officer Vishwavir Ahuja had said recovery in portfolios such as SME will depend on the impact of COVID-19 outbreak on the cash flows of companies.

Until Yes Bank's collapse, new-age private banks were seen as preferred entities for several institutions, including government entities, due to competitive interest rates and tech-enabled customer services. This image has taken a beating after the Yes Bank episode.

Also Read | What the Yes Bank rescue plan actually means

""Prior to Yes Bank, there was a chase for higher interest rates. Everyone moved the money if there is half a percentage point higher rate in a bank. That is past. Now, people are looking are looking for safety, rather than returns,"" said a PSU banker on condition of anonymity.

So, what lies ahead for private banks?

""It is difficult to say at this stage how long the problems will persist. These banks will have to work out a way to restore customer trust and thus prevent further outflow of deposits,"" said Purohit."
yes bank,01-04-2020,"Yes Bank shares rally 10% after 'raising Rs 3,500 crore'","The share price of Yes Bank gained 10 percent intraday on April 1 after reports said that the private lender had raised Rs 3,500 crore from public sector banks.

The stock was trading at Rs 23.65, up Rs 1.20, or 5.35 percent, on the BSE at 1220 hours after falling 63 percent since March 18.

Yes Bank had successfully raised Rs 3,500 crore on March 31 via certificates of deposits of nearly six-month maturity, The Economic Times reported.

""Two large public sector banks 'flush with liquidity' are subscribers to Yes Bank's CDs and the process was completed within three working days,"" the newspaper quoted sources as saying.

Yes Bank likely offered an interest rate of 8.25 percent on its CDs. Crisil on March 19 had assigned an A2 rating to the bank’s Rs 20,000-crore money market instrument, the report said.

Moneycontrol could not independently verify the report. Yes Bank did not respond to queries, the report said.

The bank on March 26 had said its board has approved a proposal to raise funds up to Rs 5,000 crore.

The private lender informed the exchanges that it would raise the additional amount through shares, ADRs, GDRs or convertible bonds and it would be done in one or more tranches.

Yes Bank earlier raised Rs 10,000 crore from the State Bank of India (SBI), other banks and financial institutions through the sale of equity under its reconstruction plan approved by the government and the Reserve Bank of India (RBI).

The so-called reconstruction scheme, cleared by the Union Cabinet, took effect on March 13. After which the stock saw a sharp runup of 274 percent till March 18.

The bank on March 31 said CARE had withdrawn its rating for lender's short-term fixed deposits and certificate of deposit programme.

""The rating on certificate of deposit programme stands withdrawn as there is no amount outstanding against the rated amount. Also, the rating on the short-term fixed deposit programme has been withdrawn at the request of the bank as there is no outstanding deposits against the rating. The rating actions are in accordance with ICRA's policy on withdrawal and suspension,"" the rating agency said."
yes bank,01-04-2020,"Yes Bank raises Rs 3,500cr from sale of certificate of deposits to two PSU banks: Report","A security guard stands outside a Yes Bank branch at its headquarters in Mumbai, India (REUTERS/Danish Siddiqui)

Troubled private sector lender Yes Bank has successfully raised Rs 3,500 crore on March 31 via certificates of deposits of nearly six-month maturity, as per a report by The Economic Times.

“Two large public sector banks” “flush with liquidity” are subscribers to Yes Bank’s CDs and the process was completed within three working days,"" as per sources quoted in the report.

Yes Bank likely offered an interest rate of 8.25 percent on its CDs. Crisil on March 19 had assigned an A2 rating to the bank’s Rs 20,000 crore money market instrument, the report added.

Moneycontrol could not independently verify the report.

CD rates were down by 275 basis points since March 26 after the Reserve Bank of India (RBI) infused Rs 3.74 lakh crore into the economy.

Yes Bank did not respond to queries as per the report.

The bank on March 26 said its board has approved a proposal to raise up to Rs 5,000 crore.

The private lender informed the exchanges that it will raise the additional amount through shares, ADRs, GDRs or convertible bonds and it will be done in one or more tranches.

Yes Bank had earlier raised Rs 10,000 crore from the State Bank of India (SBI) and other banks and financial institutions through the sale of equity under its reconstruction plan approved by the government and the Reserve Bank of India (RBI).

The so-called reconstruction scheme, cleared by the Union Cabinet, took effect on March 13"
yes bank,31-03-2020,SEBI imposes Rs 1 crore fine on Yes Bank's two promoter entities for disclosure lapses,"Markets regulator Sebi on Tuesday imposed a penalty of Rs 50 lakh each on two promoter entities of Yes Bank for not making requisite disclosures pertaining to encumbrance of shares. The two entities that have been penalised are Yes Capital (India) and Morgan Credits.

It was alleged that by not making requisite disclosures of encumbrances of shares of Yes Bank to the stock exchanges and the lender, the two promoter entities have violated the provisions of SAST (Substantial Acquisition of Shares and Takeover ) Regulations.

Yes Capital had raised Rs 630 crore from Franklin Templeton Mutual Fund through unlisted Zero Coupon Non-Convertible Debentures ('ZCNCD') in September 2017. As a part of the transaction, Yes Capital acceded to a condition that it will maintain a cover ratio of 3.3 times till 12 months and 3 times thereafter.

Besides, Morgan Credits had raised Rs 950 crore from Reliance Mutual Fund through unlisted ZCNCD in April 2018 and as a part of the transaction, Morgan Credits acceded to a condition that it will always maintain a cap on the borrowing cap at 0.5 times.

As per the shareholding pattern of Yes Bank filed with the stock exchanges as on March 31, 2019, Yes Capital and Morgan Credits held 3.27 per cent and 3.03 per cent stake, respectively in the private lender.

Based on the observations, Sebi examined whether the conditions of maintaining a 'Cover ratio' or 'Borrowing cap' as part of borrowings by these promoters can be construed as a form of 'encumbrance' on shares of the bank.

In its submission to Sebi in March 2019, Yes Bank had said that it was not privy to the transactions entered into by Yes Capital and Morgan Credit and it has not received any disclosure from them both about any encumbrance on their shareholding in the bank.

Further, stock exchanges — BSE and NSE —in February 2019 had stated that no disclosures were made to them with respect to these transactions.

Sebi found that the “transactions carried out by the noticee (Yes Capital and Morgan Credits) by way of raising funds through unlisted ZCNCD with the conditions of maintaining a 'Cover ratio / 'Borrowing Cap' as part of borrowings is construed as a form of 'encumbrance' on the underlying shares of YBL (Yes Bank Ltd) held by noticees and that by not making requisite disclosures of the said encumbrances on shares of YBL held by them to stock exchanges and YBL, the noticees have violated the provisions of ...the SAST Regulations”.

Accordingly, the Securities and Exchange Board of India (Sebi) has levied a fine of Rs 50 lakh each on Yes Capital and Morgan Credits.

SAST Regulations require a promoter to disclose encumbrance of its shares and the term 'encumbrance' include a pledge, lien or any such transaction, by whatever name called.

Further, through the frequently asked questions (FAQs), it has also been clarified by Sebi that non-disposal undertakings are also included in such disclosure."
yes bank,27-03-2020,"Stocks in the news: Yes Bank, Piramal Enterprises, Aurobindo Pharma, NTPC, Lupin","Here are some stocks that are in the news today:

Yes Bank: The bank said it has increased its fundraising size to Rs 15,000 crore from Rs 10,000 crore.

Aurobindo Pharma gets USFDA nod for Muscle Relaxant Tizanidine Hydrochloride - CNBC-TV18

Arvind Fashion decided to defer the right issue of the company

Piramal Enterprises: CARE affirmed its AA/Stable credit rating for additional NCD of up to Rs 1,000 cr.

PVR: Vishal Kashyap Mahadevia, Non-Executive Director resigned.

NTPC: Company executed SPA with Govt for the acquisition of THDC India and NEEPCO for Rs 11,500 crore.

Lupin: Company appointed Ramesh Swaminathan as Chief Financial Officer and Head Corporate Affairs.

Arvind Fashions: Company deferred the rights issue due to novel coronavirus.

Sanghvi Movers: ICRA retained company's long-term rating at A-, but revised outlook to Negative from Stable.

State Bank of India: The bank's board will meet on March 27 for general purposes.

Dr. Reddy's Laboratories: The board will meet on March 27 for general purposes.

Balrampur Chini Mills: ICICI Bank invested Rs 51.09 crore in associate company Auxilo Finserve against 9.90 percent stake.

Jamna Auto Industries: ICRA reaffirmed the long-term rating at AA- and outlook is Negative.

Maharashtra Seamless acquired an Offshore Jack Up Drilling Rig from Star Drilling Pte. Ltd.. Singapore for USD 100 million

ICICI Bank entered into an agreement to invest in Auxilo Finserve Private Limited"
yes bank,26-03-2020,"Yes Bank board approves fundraising of up to Rs 5,000 crore","Yes Bank on March 26 said its board has approved a proposal to raise up to Rs 5,000 crore.

The private lender informed the exchanges that it will raise the additional amount through shares, ADRs, GDRs or convertible bonds and it will be done in one or more tranches.

Yes Bank had earlier raised Rs 10,000 crore from SBI and other banks and financial institutions through sale of equity under its reconstruction plan approved by the government and the Reserve Bank of India (RBI).

Also Read: What the Yes Bank rescue plan actually means

The bank resumed normal operations on March 18 after a moratorium imposed by RBI was lifted.

The bank also said that pursuant to the Yes Bank Reconstruction Scheme 2020, the office of the administrator of the bank, Prashant Kumar, ""stands vacated"".

Kumar, former SBI CFO, assumed charge as bank's RBI-appointed administrator on March 5, as soon as the board was superseded.

The new Yes Bank board comprises Kumar, Sunil Mehta as Non-Executive Chairman, Mahesh Krishnamurti as Non-Executive Director, Atul Bheda as Non-Executive Director, R Gandhi and Ananth Narayan Gopalakrishnan as Additional Directors appointed by RBI, Partha Pratim Sengupta and Swaminathan Janakiraman as Directors nominated by SBI."
yes bank,25-03-2020,"ICRA upgrade of little comfort, Yes Bank shares hit 15% lower circuit","Yes Bank share price hit 15 percent lower circuit in the morning trade on BSE on March 25 even though a day earlier ICRA upgraded the stock's bonds and other financial instruments while placing it on rating watch with developing implications.

The upgrade was done on the bank's Basel III compliant bonds, infrastructure bond programme, certificates of deposit programme and short-term fixed deposit programme.

ICRA said the rating upgrade factored in the removal of the moratorium, which was imposed on Yes Bank by the government, restricting payments to its depositors and creditors. The moratorium ended March 18.

ICRA highlighted that the bank had witnessed high slippages from the stressed book and recognised slippages until March 14, 2020, in the Q3FY2020 results, for which it made accelerated provisions in its Q3FY20 results, leading to the depletion of its capital ratios.

After the equity infusion and write-down of the AT-I Bonds, Yes Bank’s capital ratios were likely to improve with CET-I and Tier I of 7.6 percent and 7.8 percent, respectively, and CRAR of more than 9 percent, ICRA said.

On March 19, rating agency CRISIL had assigned an A2 rating to Yes Bank's Rs 20,000-crore Certificate of Deposit programme.

""Instruments with this rating arc are considered to have a strong degree of safety regarding timely payment of the financial obligation. Such instruments carry low credit risk,"" CRISIL had said in a statement.

Shares of Yes Bank were traded at Rs 30.50, down 12.98 percent, at 1015 hours."
yes bank,25-03-2020,"Stocks in the news: Yes Bank, Mercator, Satin Creditcare, Torrent Pharma, Sadbhav Engg","Here are the stocks that are in news today:

Mercator: EXIM sold firm's M T Hansa Prem vessel through e-auction for $3.60 mn on payment default.

Indiabulls Housing Finance - CRISIL has reaffirmed the long-term rating at “CRISIL AA”. Rating outlook has been revised to negative. The short-term rating has been reaffirmed at “CRISIL A1+”.

Satin Creditcare: Firm approved allotment of NCDs of Rs 50.05 cr through private placement basis.

Sadbhav Engineering: CARE downgraded rating on long term bank facilities to A-/(Stable) from A.

India Grid Trust: Company completed acquisition of its 9th transmission asset from Sterlite Power for $134 mn.

Fortis Healthcare: ICRA has withdrawn [ICRA] BBB+ (on watch with developing implications) and short term rating of [ICRA]A2 (on watch with developing implications) assigned to Rs 35 crore.

Rallis India: The company has shut its manufacturing operations at some plants due to the outbreak of coronavirus.

Yes Bank - ICRA upgraded the ratings and placed on rating watch with developing implications

Wabco India - WABCO Holdings Inc. and ZF Friedrichshafen AG received all approvals except SAMR to close their merger

Torrent Pharma: Company fully repaid secured redeemable NCDs of Rs 240 crore.

Inox Leisure - CRISIL placed ratings on the bank facilities at on 'Rating Watch with Negative Implications'

Analyst or Board Meetings/Briefings

The respective boards of Tilak Ventures, Shukra Pharmaceuticals, Rockon Enterprises, REC, Midas Infra Trade, Kintech Renewables, Kachchh Minerals, Gulshan Polyols, Brahmaputra Infrastructure, Banas Finance and Axon Ventures will meet on March 25 for general purposes."
yes bank,25-03-2020,"ICRA upgrade of little comfort, Yes Bank shares hit 15% lower circuit","Yes Bank share price hit 15 percent lower circuit in the morning trade on BSE on March 25 even though a day earlier ICRA upgraded the stock's bonds and other financial instruments while placing it on rating watch with developing implications.

The upgrade was done on the bank's Basel III compliant bonds, infrastructure bond programme, certificates of deposit programme and short-term fixed deposit programme.

ICRA said the rating upgrade factored in the removal of the moratorium, which was imposed on Yes Bank by the government, restricting payments to its depositors and creditors. The moratorium ended March 18.

ICRA highlighted that the bank had witnessed high slippages from the stressed book and recognised slippages until March 14, 2020, in the Q3FY2020 results, for which it made accelerated provisions in its Q3FY20 results, leading to the depletion of its capital ratios.

After the equity infusion and write-down of the AT-I Bonds, Yes Bank’s capital ratios were likely to improve with CET-I and Tier I of 7.6 percent and 7.8 percent, respectively, and CRAR of more than 9 percent, ICRA said.

On March 19, rating agency CRISIL had assigned an A2 rating to Yes Bank's Rs 20,000-crore Certificate of Deposit programme.

""Instruments with this rating arc are considered to have a strong degree of safety regarding timely payment of the financial obligation. Such instruments carry low credit risk,"" CRISIL had said in a statement.

Shares of Yes Bank were traded at Rs 30.50, down 12.98 percent, at 1015 hours."
yes bank,25-03-2020,"Stocks in the news: Yes Bank, Mercator, Satin Creditcare, Torrent Pharma, Sadbhav Engg","Here are the stocks that are in news today:

Mercator: EXIM sold firm's M T Hansa Prem vessel through e-auction for $3.60 mn on payment default.

Indiabulls Housing Finance - CRISIL has reaffirmed the long-term rating at “CRISIL AA”. Rating outlook has been revised to negative. The short-term rating has been reaffirmed at “CRISIL A1+”.

Satin Creditcare: Firm approved allotment of NCDs of Rs 50.05 cr through private placement basis.

Sadbhav Engineering: CARE downgraded rating on long term bank facilities to A-/(Stable) from A.

India Grid Trust: Company completed acquisition of its 9th transmission asset from Sterlite Power for $134 mn.

Fortis Healthcare: ICRA has withdrawn [ICRA] BBB+ (on watch with developing implications) and short term rating of [ICRA]A2 (on watch with developing implications) assigned to Rs 35 crore.

Rallis India: The company has shut its manufacturing operations at some plants due to the outbreak of coronavirus.

Yes Bank - ICRA upgraded the ratings and placed on rating watch with developing implications

Wabco India - WABCO Holdings Inc. and ZF Friedrichshafen AG received all approvals except SAMR to close their merger

Torrent Pharma: Company fully repaid secured redeemable NCDs of Rs 240 crore.

Inox Leisure - CRISIL placed ratings on the bank facilities at on 'Rating Watch with Negative Implications'

Analyst or Board Meetings/Briefings

The respective boards of Tilak Ventures, Shukra Pharmaceuticals, Rockon Enterprises, REC, Midas Infra Trade, Kintech Renewables, Kachchh Minerals, Gulshan Polyols, Brahmaputra Infrastructure, Banas Finance and Axon Ventures will meet on March 25 for general purposes."
yes bank,24-03-2020,"Stocks in the news: SBI, Sterlite Tech, HUL, Dr Reddy's Labs, Usha Martin, GNFC","Here are some stocks that are in the news today:

State Bank Of India: The bank said it has made payment of yearly interest to the bondholders of Basel III compliant AT1 bonds.

Century Enka: The company has temporarily shut down its plant operation at Pune.

Omax Autos: The company has decided to temporarily shut down its manufacturing units in UP, Haryana and Karnataka.

Dr Reddy's Labs: The board will meet on March 27 to consider raising of funds through the issuance of commercial papers.

Finolex Industries: Manufacturing plants and offices in Maharashtra will be closed till March 31.

Usha Martin: Company announced the temporary shut down of plant operations in Punjab due to COVID-19.

Amber Enterprises: Company announced the temporary closure of manufacturing operations across India till March 31.

GNFC: TDI-II plant at Dahej resumed its normal production after the completion of scheduled maintenance.​

Sterlite Technologies: The board will meet on March 24 to consider and approve share buyback.

TTK Prestige shuts its operation at manufacturing units at Hosur and Coimbatore

Indiabulls Housing Finance - Brickwork Ratings has reaffirmed long-term rating at “BWR AA+” and Perpetual Debt at “BWR AA”. Watch on long-term rating resolved to ‘Negative Outlook’

Yes Bank to consider a proposal of fund raising on March 26

HUL signed agreement to acquire with Glenmark Pharmaceuticals' hygiene brand 'VWash'

20 Microns - Brickwork Ratings assigned ratings as BWR BBB to the Fund Based facilities of Rs 89.23 crore and BWR A3+ for the Non-Fund based facilities of Rs 26.08 crore

HCL Technologies releases BigFix 10"
yes bank,20-03-2020,"Exclusive | Yes Bank revival: Foreign investors explore investment of Rs 10,000 crore in round two","Private sector lender Yes Bank, which was recently rescued by a consortium of banks led by State Bank of India (SBI), may attract interest from a clutch of foreign investors as part of a massive second round of capital infusion, multiple people with knowledge of the matter told Moneycontrol.

""Marquee overseas investors, including the likes of private equity giant Carlyle, Canada’s Brookfield, US-based Tilden Park Capital and other global suitors, may explore an investment in Yes Bank post May 2020,"" one person told Moneycontrol.

Another person familiar with the matter told Moneycontrol that if the investment plans fructify, this second round may see a combined fund infusion of around Rs 10,000 crore from foreign investors.

""The pricing will be finalised based on SEBI norms,"" he said.

Also Read | Yes Bank gets Rs 60,000 cr lifeline from RBI, but there is a caveat: Report

A third person said as of now, the plan is to issue new shares to these foreign investors and either the preferential allotment or QIP route could be used in lieu of a minority stake. ""The first round has seen an infusion of around Rs 11,000 crore and an additional Rs 10,000 crore should put the bank in a comfortable position,"" the person said.

All the people Moneycontrol spoke to requested anomymity.

GLOBAL FUNDS BULLISH ON INDIAN FINANCIAL SERVICES SEGMENT

The investment will be firmed up once the fourth quarter earnings of Yes Bank are published and there is more clarity, according to the first person quoted above. These foreign investors did not participate in round one, which was led by domestic investors and are keen to carry out a detailed due diligence and then take a final call, the person added.

Also Read: Yes Bank's journey from India's 7th largest bank stock to management crisis

One of the potential investors, Carlyle Group, an American multinational private equity firm, has worked closely with SBI on past investments in India. It made a partial exit recently from SBI Cards as the credit card issuer made its D-street debut with a Rs 10,000-crore IPO.

In March 2019, Carlyle made its biggest investment in India by picking up 9 percent of SBI Life Insurance for Rs 4,635 crore. In November 2019, it made a partial exit in the insurer by selling a 3 percent stake. According to media reports, the private equity major has also sealed a $1.5-billion India-focussed distressed asset fund with SBI.

Canada-based Brookfield, on its part, has entered the Indian financial services space by purchasing a 40 percent stake in NBFC Indostar Capital Finance for Rs 1,450 crore.

Carlyle declined to comment for this article. Moneycontrol is awaiting responses from Yes Bank, SBI, Brookfield and Tilden Park Capital and will update this article with their responses.

THE YES BANK BAILOUT

In a government monitored rescue act, SBI, India's largest lender, approved the infusion of Rs 7,250 crore at Rs 10 a share for a 49 percent stake in Yes Bank on March 12, 2020. SBI was joined by other lenders such as HDFC, ICICI Bank, Axis Bank, Kotak Mahindra Bank, IDFC First Bank, Federal Bank and Bandhan Bank, which collectively pumped in Rs 3,950 crore and picked up minority stakes.

All these lenders are already sitting on handsome gains, as the Yes Bank stock has surged by 115 percent in and the market capitalisation has risen more than ten-fold to Rs 67,647 crore in the past week.

Earlier this week, Yes Bank said it resumed normal banking operations after the cash-starved bank was placed under moratorium by the Reserve Bank of India (RBI) on March 5, 2020, to protect the interest of depositors. The RBI aso superseded the board, including capping withdrawals at Rs 50,000 per depositor as the bank’s erstwhile management failed to present a credible resolution plan.

Former SBI CFO and Deputy Managing Director Prashant Kumar has been appointed as the new managing director and CEO of Yes Bank, which also reconstituted its board of directors. ""Yes Bank has taken adequate measures to restore banking services and ensured that the branches and ATMs have adequate supply of cash. However, there is no need to need for customers to rush for withdrawals and there is absolutely no issue on the liquidity front,"" Kumar said earlier this week.

Due to its failure to raise capital, Yes Bank has witnessed a sharp outflow of deposits in the past few quarters. Its deposit base shrunk by around Rs 28,000 crore between December 31, 2019 and March 5, 2020.

Since March 31, 2018, the deposit base has declined by over Rs 63,000 crore, according to Crisil. The bank's asset quality also remains a matter of concern with gross non-performing assets (NPA) rising to 18.9 percent in the third quarter. Yes Bank also posted a loss of Rs 18,564 crore, its largest in a quarter."
yes bank,20-03-2020,Coronavirus impact: Fitch Ratings cuts India's FY21 growth forecast to 5.1%,"Fitch Ratings on March 20 cut India's growth forecast to 5.1 percent for FY 2020-21, saying the coronavirus outbreak is likely to hit business investment and exports. Fitch in December 2019 projected India's growth at 5.6 percent for 2020-21 and 6.5 percent in the following year.

In its Global Economic Outlook 2020, Fitch said the number of people affected by coronavirus will keep rising in the coming weeks but the outbreak will remain contained. However, there are downside risks to this scenario.

""Supply-chain disruptions are expected to hit business investment and exports. We see GDP growth to remain broadly steady at 5.1 percent in the fiscal year 2020-2021 following growth of 5.0 percent in 2019-2020,"" Fitch said.

For 2021-22, Fitch projected India's growth to be 6.4 percent.

""The outbreak of the virus is hitting sentiment, while local governments have rolled out measures to contain the spread of the virus, such as closing schools, cinemas and theatres. While India's linkages with China (e.g. trade and tourism) are modest, manufacturers in India are heavily reliant on key Chinese intermediate inputs – especially of electronics and machinery and equipment,"" Fitch said.

The WHO has declared coronavirus pandemic. Over 2 lakh people have been infected globally and the disease caused by it — COVID-19 — has claimed over 9,000 lives. In India, there are about 195 positive cases and 4 deaths so far from the deadly virus.

The difficulties facing the Indian economy have been exacerbated by Yes Bank failure, it said.

""Fragilities in the financial system will further undermine sentiment and domestic spending. The overall financial system remains burdened with weak balance sheets, which will limit any upside to credit and growth despite policymakers' efforts in recent months to ease stresses,” Fitch added."
